"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"7ebf8e3fbc5ecb441832e621881d41f1296394d5468e328d5fbbb561168488917e77d9da53fe85d7dad559164813ad3987ca30da8334b28dee28e61901c857a0",,"2025-01-28T16:32:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2025-01-29T18:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","9521","S","WESTERN AVE","2213",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","3","1","41.7202818823","-87.6818966977","POINT (-87.681896697732 41.720281882265)"
"0273830ddc14103ace3ee6abf90e6df2db299f806abac644ce639b66c41b0475b3ebe7f76438f6ce12463dfb55ab78a0aa9fe067da5bb55362c8d7a0ec3fd901",,"2025-01-28T16:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2025-01-28T17:00:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","1443","W","ROOSEVELT RD","1233","Y",,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","16","3","1","41.8667791238","-87.6632796519","POINT (-87.663279651927 41.8667791238)"
"5d46777373f6bbc3b9374300e88f95fa234151a51164842c32f8335b3d4d0ca7f506035845238b2a7ef6c8635719f4ab39cc526d99cea5f5e4bab697f73695fd",,"2025-01-28T16:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DUSK","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2025-01-28T16:32:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","1241","W","NORTH AVE","1433",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","3","1","41.9106557827","-87.6585272357","POINT (-87.658527235746 41.910655782671)"
"9b786e83a8529afb1f83d899e0072d384bde334ea7e8d65666f906de4745464e28953d7b18bf9cb899aa86b69916bb5c650c5a8f1ec3b95ec1822ee16461b575","Y","2025-01-28T16:30:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y","Y","OVER $1,500","2025-02-01T14:25:00.000","NOT APPLICABLE","NOT APPLICABLE","401","E","32ND ST","211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","3","1","41.8364877535","-87.6170084027","POINT (-87.617008402731 41.836487753523)"
"b30b6805b10fc03b5c1a2e0a736380e28b09904e7ceddda743da1ae8b281b883ed2f925f04d7448c238bc39645c8223ade617a3c6c001d1d4e06027f28b0fb38",,"2025-01-28T16:30:00.000","15","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2025-01-28T19:00:00.000","DISREGARDING STOP SIGN","DISREGARDING STOP SIGN","3600","W","OHIO ST","1122",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","3","1","41.8918993754","-87.716274366","POINT (-87.716274366007 41.891899375444)"
"6b911272eb3cf3f3e427b269875438899908baeaab3e5c9d2446b4da5559e5faf31ccddbb44d44bcc7183a361abfd3921dbb387e3b821d09f98b8fe1b4340b40",,"2025-01-28T16:18:00.000","10","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2025-01-28T18:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3258","W","111TH ST","2211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","3","1","41.6916427979","-87.7031778987","POINT (-87.703177898661 41.691642797914)"
"91bdf5b9dd1707070799bbac44349b83fa41155c21082c7bc245f93b18b1a5379547ba85a71a494155b77b55fd31d307b0732ecf2c3d9a4bc53162476e8223ec",,"2025-01-28T16:06:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDESTRIAN","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"$501 - $1,500","2025-01-28T16:06:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2001","N","HARLEM AVE","2512",,,,,,,"2","INCAPACITATING INJURY","1","0","1","0","0","1","0","16","3","1","41.9162838914","-87.8058628804","POINT (-87.805862880351 41.916283891358)"
"60d3253d69aca26155c0f18545d98d8feef965293129f2d448e04efb7dff908e4d88f9c8151a869dc49a2caa0d3647b2a1f94a28e89760ed623d6d5bc3798145",,"2025-01-28T16:04:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2025-01-28T16:06:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","901","N","AUSTIN BLVD","1511",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","16","3","1","41.8965817471","-87.7750464685","POINT (-87.775046468497 41.896581747056)"
"63ea3228ceac0f02ec4482afbca3aa7d25f07337509b12d55a5873c02013058c8d16e49f2381f986384944d37c0213ece1f5fc6d9b187d76b7af61bb93178163",,"2025-01-28T16:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-01-29T09:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3301","W","MAYPOLE AVE","1123",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","3","1","41.883478522","-87.7088973462","POINT (-87.708897346249 41.883478522018)"
"76b49592212bed15e8f583e173f0ae010f6bdacc1f3f47ea9db8c4710ad60b1b73d049543c314d57072639fb7fc7ae3da10a0925f791e3284ccab3bd236a6277","Y","2025-01-28T16:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2025-01-28T16:48:00.000","NOT APPLICABLE","NOT APPLICABLE","47","N","MENARD AVE","1513",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","3","1","41.8816094967","-87.769658583","POINT (-87.769658583025 41.881609496735)"
"c00012085f091c85fb46c2c6cac644adf52bcaf7e8cd1c9da8191c12c14a869fa2940e32c9f9a3fa75108a3c41406f789dd0437656e43bf5a741fb39ed26528b",,"2025-01-28T16:00:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2025-01-28T17:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","850","W","EASTWOOD AVE","1914",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","16","3","1","41.9665284532","-87.6517185639","POINT (-87.651718563943 41.966528453221)"
"d95332d5dd0b8fe4fd301615d76b6b4a05f83e53c602d585f3bc527fb94435a4d7e1e9a12686464c52e33e97936da9bf2eecd25bf7c8af2228b69798f7e6b2fb",,"2025-01-28T16:00:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2025-01-28T19:30:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","112","E","71ST ST","322",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","3","1","41.7657017204","-87.6211094632","POINT (-87.62110946316 41.765701720431)"
"efbcc61b040116640c205ca77db8f931058b55d45072a7f408bd669fce5218778658613f700b7c96b0198473f92bbff5dbd4a8016900ffb2b76943d8e626388a",,"2025-01-28T16:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DUSK","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2025-01-28T16:05:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","162","N","BESSIE COLEMAN DR","1654",,,,,,,"3","REPORTED, NOT EVIDENT","1","0","0","0","1","7","0","16","3","1",,,
"ffa2c5b7be2f0ce0c11bb653838a0e7a733557d58e7f89afb9a082bee0d448fa06a655c49c807e370f89c31771a082cc63e5bfda12bba2c3f943190b47ed113b",,"2025-01-28T16:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"N","$501 - $1,500","2025-01-28T16:05:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","1155","W","ROOSEVELT RD","1232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","3","1","41.8668906763","-87.6564235411","POINT (-87.656423541065 41.866890676288)"
"2b938e8d73250172e5c027780c8a050b2c2fabe0a5d2609260190327a6d271d785bf4a1684e93e81fad73ee495e0b7af37337b37b5c29fb90f54fea5817e42dd",,"2025-01-28T15:59:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2025-01-28T16:04:00.000","FOLLOWING TOO CLOSELY","IMPROPER OVERTAKING/PASSING","5300","S","LAKE SHORE DR SB","234",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","15","3","1","41.7995693995","-87.5815490603","POINT (-87.581549060329 41.7995693995)"
"41bd654e864b7d8a897c39b87c7b8799eb0cbc17286cf20fadd080c52ec41be189fa256d1e7f183df0293d826debaf37fa1d99724541dbc0051c22c5516d8643",,"2025-01-28T15:59:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2025-01-28T15:59:00.000","NOT APPLICABLE","NOT APPLICABLE","2000","W","87TH ST","614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.7357642612","-87.6727981991","POINT (-87.672798199058 41.735764261243)"
"5f3265aec2ae9cb1e601fe0a0b4af11191b55d8786a26cdfe439a16196925fca745cb40849f82e292a4dcbf3d6e025a00b075e512b0f67259ab50dda022116a8",,"2025-01-28T15:50:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2025-01-28T16:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1146","N","LAKE SHORE DR NB","1824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.9037880265","-87.6247201605","POINT (-87.624720160474 41.903788026488)"
"cc3db95a45b0e5bece12d08405acd4dc074a2752af1849a4f2a3ca7459bdd7861d877bc378c9afc2740226902bcbe6509fedd2f1fa2c9908e83037d850dd72d0",,"2025-01-28T15:50:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T16:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1039","W","GRAND AVE","1214",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.8910076752","-87.6537812493","POINT (-87.653781249307 41.891007675224)"
"fba312587912459600cc8654c4cdcf914d445189bd613ba5298d20cca5e88cb04b6ebc8986ab9fda7c80ba9dedc121916ba3cac49aa6c858ff19738008aa1a54",,"2025-01-28T15:50:00.000","10","OTHER","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2025-01-29T09:15:00.000","IMPROPER BACKING","IMPROPER BACKING","6732","N","WESTERN AVE","2412",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","42.0041950295","-87.6901967706","POINT (-87.690196770628 42.004195029463)"
"a0403f450bc441ec1c219781ef8b5957b55e3c6b1aa279ff73e13830c7c44516337535b1463c47e02bef23eabc96bc6b53e7b73419e2f6f1fdc758b3b29a9388",,"2025-01-28T15:49:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-01-28T15:49:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","811","N","PULASKI RD","1112",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","15","3","1","41.8957461124","-87.7259455833","POINT (-87.725945583318 41.895746112406)"
"9622d85541f2b7dd95ab06725c7ebd8995a478cd3ac74c77994ddb6fdfe535105fdda050ef8f2008eefc2f955a895ec1ed2d8c9b190e1847f966abfe5bf74ea9",,"2025-01-28T15:40:00.000","35","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T16:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3021","N","NARRAGANSETT AVE","2511",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.9352969584","-87.7856849439","POINT (-87.785684943862 41.935296958434)"
"eb5042f971d08429ff119cde1ebce3d8e021696184bafbe65690de6a5768408325f7eff6a54239f04b9cc9ee9697c6265a960b4571e77498a98dc3213153a6bc",,"2025-01-28T15:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"N","OVER $1,500","2025-01-28T16:00:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","4130","S","WESTERN AVE","921",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.8183699062","-87.6848419261","POINT (-87.684841926062 41.818369906166)"
"fa67bfd3da55bc524ced0cea6d1d46aa8caf12f55545bb5d6a278e8a9a166a97c3167a3d2ce15b95598538484462267649afa6e70c45415961b350bb1e021f02",,"2025-01-28T15:40:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2025-01-28T16:20:00.000","FOLLOWING TOO CLOSELY","FAILING TO REDUCE SPEED TO AVOID CRASH","3098","S","ARCHER AVE","913",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.8377950869","-87.6657915322","POINT (-87.665791532249 41.837795086945)"
"423f65ff836ec0465b64589cb3c7daf67494e4511f09e43989e53db7a98ada05243694ff56daca24ad342c5b67baf36c9f50092962d55d6f88db09ae7584e677",,"2025-01-28T15:30:00.000","15","NO CONTROLS","NO CONTROLS","UNKNOWN","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T16:15:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6936","S","HERMITAGE AVE","735",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.767398345","-87.6676758923","POINT (-87.667675892325 41.767398344981)"
"7a6ea061be7f45d23d24451d2882c554f7358c6457df967b9bc2d7308499692c5be95850da39006cb9cc8d2d6b4a0a4d75f3b9b8417939f9a5321e0b417ba77f",,"2025-01-28T15:30:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-29T11:10:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5201","N","SHERIDAN RD","2023",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.9764816676","-87.6548397772","POINT (-87.654839777167 41.976481667612)"
"ba025f38e55e5f6ddc80223e5e61b2eabf3289fb2dc1396f26354e2cdcfc4ce1b549f0abb9410359dab5a2487d7d6a9d902578a93c6038a59bd54cfe42fb639c",,"2025-01-28T15:25:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2025-01-28T16:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","11246","S","EDBROOKE AVE","531",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.6894684381","-87.6196899346","POINT (-87.619689934607 41.689468438091)"
"ee6b7725330d890e1d3c66dd997746101217b0d832e03b542ed3a9f02a9d920efdc38b2941861ecd72471c0dce8abd78b9c09464a72f567de2f6125f07e3bdad",,"2025-01-28T15:25:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2025-01-28T15:29:00.000","DRIVING ON WRONG SIDE/WRONG WAY","NOT APPLICABLE","1501","N","KINGSBURY ST","1822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.9083057857","-87.6517995709","POINT (-87.651799570927 41.908305785692)"
"6f0071b5da142d68d1485d2f75e2f7fa366b33063b0ae054a7869e6a9ddd581432fc32f6b88d02f275130c5c54b8ba10f67f189f4db6f1ad393353fe20bf846d",,"2025-01-28T15:20:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T17:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5700","S","SACRAMENTO AVE","824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","15","3","1","41.7898720655","-87.6987220423","POINT (-87.698722042278 41.789872065478)"
"ac7fbdfa71a173700ad5846881d68802ce02062d73c8b46e25353bcaaf1b5efbc529bdcbbad7e1da0e3c9e1877b85d0133a1a72dbfccdb4cfcf749a40e4a507e",,"2025-01-28T15:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T15:33:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1600","W","CERMAK RD","1234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.8524380492","-87.6661522304","POINT (-87.666152230449 41.852438049213)"
"41d9fde6cd9838f6fb4e7ad5feb3603cc84d6c77b44da6aa480ae548effea841c035158bd3329667474fb6008ad83871d9967f06a772e72148e74157f18b28c1",,"2025-01-28T15:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T15:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1324","W","95TH ST","2222",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","15","3","1","41.7214071183","-87.6564516037","POINT (-87.65645160367 41.721407118269)"
"7fad7134faf16b2a23e34bfbf458c88d3c722be02960453d68f0292236fbead3117ae18d83defe2bb3d01af7cd1baca469fa1d8322abab31663f8783f323715f","N","2025-01-28T15:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-01-28T15:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6550","S","RICHMOND ST","831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.7739068203","-87.6970672986","POINT (-87.697067298617 41.773906820272)"
"9a814263f08179b2f3546916430d065e8f4d2db1d39080424414ce0e5dbbe0fab2c8cafa6a33d562eed2ecb7ff2a9737c07b1c4eec709d3ff2235673b2a360df",,"2025-01-28T15:00:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-01-28T16:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3198","N","MENARD AVE","2514",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.9384167866","-87.7715007984","POINT (-87.771500798437 41.938416786604)"
"bc15821d76ae3d28d05cf4d23f911fab2c81e92e3e6bfc4af4a1387c4f416a3c77853a71043be789b12bcd3469084574f96531f94c3ee3036f13e7438c72d171",,"2025-01-28T15:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-01-28T22:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1553","S","RIDGEWAY AVE","1014",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","15","3","1","41.8591953331","-87.7187250183","POINT (-87.71872501825 41.859195333071)"
"ce23f6732b049d109a8600953a4aa94eb0f2d864794e8ba14678a9c7d4eb69cd6fce2d2b76af1d0f4a69c03842bd98d1d3c6b74e1888da8cb291a3e9f612549b",,"2025-01-28T15:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2025-01-28T15:12:00.000","DISREGARDING STOP SIGN","DISTRACTION - FROM INSIDE VEHICLE","400","S","CICERO AVE","1533",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","15","3","1","41.8749523027","-87.7452122463","POINT (-87.745212246332 41.874952302696)"
"f95d1d5830f81c3c2848f77fcb9273fd09c11eff90df2bdb4edbcae3e2b6eb8be0b19feb1c1afeb24fe5a58004f81dde6baec22e4fb2cc66636cdf95a7a8bdf6",,"2025-01-28T14:59:00.000","15","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PEDESTRIAN","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$500 OR LESS","2025-01-28T15:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","8010","S","CALUMET AVE","623",,"N",,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","14","3","1","41.748886631","-87.6166259447","POINT (-87.616625944653 41.748886631047)"
